# initial condition for test case  
PSO4	5.15893315076522E-019	8.5128271682524E-018	1.27403304050373E-016	1.72936209482619E-015	2.12909456825511E-014	2.37745946391837E-013	2.40794070736414E-012	2.21206688318887E-011	1.84321396818234E-010	1.39310369781524E-009	9.5505063554393E-009	5.93894867504948E-008	0.000000335	0.000001714	0.000007956	3.36743431414726E-005	0.0001419591	0.0008505704	0.0058961591	0.0231873163	0.0422455923	0.0449230112	0.0565547205	0.0994755733	0.1733278678	0.2753560359	0.3968866474	0.5189754914	0.6156872403	0.6627840237	0.6476879693	0.575275472	0.4661359532	0.3485201262	0.2488576428	0.1857929248	0.1695920925	0.2052296697	0.2958615739	0.4441136354	0.6504804108	0.9098185364	1.2078178103	1.5194171537	1.8105400817	2.0434014316	2.1842603633	2.2113541137	2.1203860937	1.9256362737
PMonomer	5.15893315076522E-019	8.5128271682524E-018	1.27403304050373E-016	1.72936209482619E-015	2.12909456825511E-014	2.37745946391837E-013	2.40794070736414E-012	2.21206688318887E-011	1.84321396818234E-010	1.39310369781524E-009	9.5505063554393E-009	5.93894867504948E-008	0.000000335	0.000001714	0.000007956	3.36743431414726E-005	0.0001419591	0.0008505704	0.0058961591	0.0231873163	0.0422455923	0.0449230112	0.0565547205	0.0994755733	0.1733278678	0.2753560359	0.3968866474	0.5189754914	0.6156872403	0.6627840237	0.6476879693	0.575275472	0.4661359532	0.3485201262	0.2488576428	0.1857929248	0.1695920925	0.2052296697	0.2958615739	0.4441136354	0.6504804108	0.9098185364	1.2078178103	1.5194171537	1.8105400817	2.0434014316	2.1842603633	2.2113541137	2.1203860937	1.9256362737
