# This file is automatically generated by combine_files.py.
CHOC2H4O 73.07
C618CO3 173.14
C617CO3 173.14
C617O2  145.13
C618O2  145.13
HOC2H4CO2H 90.08
HOC2H4CO3H 106.08
C3PAN1  151.07
C821OOH 174.15
HMVKBCO2H 132.11
HMVKBCO3H 148.11
HMVKBPAN 193.11
MVKNO3  149.10
HMVKBOOH 120.10
C520OOH 148.11
HOCH2COCHO 88.06
C520OH  132.11
IEPOXB  118.13
NC4OO   165.10
INDO2   196.14
CISOPCO2 117.12
C59O2   149.12
ISOPCO2 117.12
NC730O2 222.17
C519CHO 130.14
C629O2  161.13
C730O2  177.18
C624CO2H 144.17
C624CO3H 160.17
C624O2  131.15
C624PAN 205.17
CONM2CO2H 163.09
CONM2CO3H 179.09
CONM2PAN 224.08
IPRHOCO2H 104.10
IPRHOCO3H 120.10
C4PAN5  165.10
COHM2CO2H 118.09
COHM2CO3H 134.09
COHM2PAN 179.09
C732OOH 176.17
C732NO3 205.17
C734O2  191.16
C732CO  158.15
C732OH  160.17
C33CO   86.05
C813OOH 206.19
C813NO3 235.19
C516O2  163.11
C813OH  190.19
C722OOH 176.17
C44O2   133.08
CO2H3CO3H 134.09
C4PAN6  179.09
C515CO  128.08
C615CO2H 158.15
C615CO3H 174.15
C615O2  145.13
C615PAN 219.15
C617CO2H 158.15
C617CO3H 174.15
C617PAN 219.15
C618CO2H 158.15
C618CO3H 174.15
C618PAN 219.15
C617OOH 146.14
CO1M22CO3 131.11
C615CO  128.13
C617OH  130.14
C618OOH 146.14
C67CHO  130.14
CO2N3CHO 147.09
C57O2   149.12
C58AO2  149.12
IEB1CHO 116.12
IEB4CHO 116.12
INDOOH  197.14
INB1NO3 226.14
INDO    180.14
INDOH   181.14
ISOPCOOH 118.13
ISOPCNO3 147.13
C527O2  165.12
HC4ACHO 100.12
M3F     82.10
C537O2  181.12
C5HPALD2 116.12
HC4CCHO 100.12
ISOPAOH 102.13
C59OOH  150.13
NC730OOH 223.18
NC730OH 207.18
C519CO3 161.13
C730OOH 178.18
C730NO3 207.18
C730OH  162.18
C624OOH 132.16
C624NO3 161.16
C624O   115.15
C624CO  114.14
C624OH  116.16
CH3COCO2H 88.06
CH3COCO3H 104.06
CH3COPAN 149.06
COHM2CO3 133.08
C733OOH 176.17
C733CO  158.15
C733OH  160.17
NC61CO3H 249.13
NC6PAN1 294.13
H1C23C4CO3 161.09
H1C23C4O2 133.08
C615OOH 146.14
CO1M22CHO 100.12
C615OH  130.14
C55O2   133.12
C67CO3  161.13
CO2N3CO3 178.08
C57OOH  150.13
