# loc: m6y16x81
PHCL	9.48175e-01
PNO3	1.01134e+00
PNA	1.25627e+00
PNH4	1.13470e+00
PSO4	5.06184e+00
PMD	1.00000e+00
PBC	1.00000e+00
PSOAlP	1.00000e+00
