# loc: m6y16x81
OH	2.97527e-07
NO3	2.92408e-02
O3	1.05091e+02
NO	4.91146e-05
NO2	1.04711e+01
CO	1.36935e+02
HO2	3.75297e-04
RO2pool	3.86519e-03
NH3	8.84591e-03
HNO3	9.78359e+00
HCL	4.59188e-01
BCARY	5.00000e+00
