# This file is automatically generated by combine_files.py.
2PhKOEst 223.
1PhKOEst 207.
3PhKOA  239.
1PhDKOA 223.
1PhDKOD 207.
2PhKOA  211.
3PhKO   195.
1PhKOA  195.
1PhKOD  179.
2PhD    137.
2PhA    153.
2PhKKA  209.
1PhKKA  193.
1NaOort 161.
2NaOEpox 193.
1NaOEpox 177.
2PhDOD  209.
4NaOPEN1 159.
4NaOPEN2 159.
3PhU    163.
5PhDCrg 164.
1PhDOD  193.
2PhUEst1 191.
3PhUD1  191.
1PhUEst1 175.
3PhUA1  207.
1PhDUA1 191.
1PhDUD1 175.
1PhUD   147.
2PhUEst2 191.
3PhUD2  191.
1PhUEst2 175.
3PhUA2  207.
1PhDUA2 191.
2PhUA   179.
1PhUA   163.
1PhDUD2 175.
2NaOBp  241.
1NaEpox 177.
1NaOBp  225.
4NaOPENEpox 175.
3PhEpoxD 207.
2PhEpoxEst 207.
1PhEpoxEst 191.
3PhAEpox 223.
1PhAEpoxD 207.
2PhAD   195.
1PhAD   179.
1PhDEpoxD 191.
3PhEpox 179.
1PhEpoxD 163.
2PhCD   151.
1PhCD   135.
2PhEpoxA 195.
1PhEpoxA 179.
2PhDCD  179.
1PhDCD  163.
2ONaO   193.
2NaOO   193.
4ONaOBp 225.
2ONaOpar 193.
2ONaOort 193.
4NaOOBp 225.
2NaOOort 193.
2ONaOBp 257.
1ONaEpox 193.
1ONaOBp 241.
1OPhDOD 209.
1OPhDEnol 193.
1ONaOpar 177.
2ONaOOK 225.
1ONaOOK 209.
1ONaOort 177.
4ONaOPEN 175.
3OPhU   179.
5OPhDCrg 180.
2OPhDOD 225.
2OPhUEst 207.
3OPhUD  207.
1OPhUEst 191.
3OPhUA  223.
1OPhDUA 207.
1OPhDUD 191.
2OPhUA  195.
1OPhUD  163.
1OPhUA  179.
2NaOOBp 257.
1NaOOEpox 193.
1NaOOBp 241.
1PhDOOD 209.
1PhAEnol 193.
1NaOOort 177.
4NaOPENOL 175.
2PhDKD  207.
2PhDOOD 225.
1PhDOOD1 209.
1PhDKD  191.
3PhD    165.
2PhOUEst 207.
3PhOUD  207.
1PhOUEst 191.
3PhOUA  223.
1PhDOUA 207.
1PhDOUD 191.
2PhOUA  195.
3PhOU   179.
1PhOUA  179.
1PhOUD  163.
2NaOOK2 209.
2NaOKK  207.
1NaOKK  191.
1NaOOK2 193.
2NaKON  254.
1NaKON  238.
3PhND   240.
3PhN    212.
2PhEst  165.
1PhEst  149.
3PhA    181.
1PhDA   165.
1PhA    137.
1PhDD   149.
1PhD    121.
1NaO    159.
2NaOOO  209.
2NaO    175.
2NaOOOBp 273.
1NaOOOBp 257.
1PhAOOD 225.
3GLY    89.
NBCO2   298.35
BCAOO   252.35
BCALBO2 267.34
BCSOZO2 296.19
C136OOH 226.31
BCBO2   253.36
BCAL    236.35
BCSOZ   252.35
C141CO2H 252.34
C131O2  244.41
BCKSOZ  252.77
C132OOH 280.25
C131CO2H 254.27
C133O   257.20
C133NO3 303.31
C133CO  256.38
RO2pool 250.00
