# The order of species in this list should not be changed.
C133O2  273.30
C828CO3 215.18
C828O2  187.17
CO2C3CO3 117.08
HCOCH2CHO 72.06
HCOCH2CO3 103.05
HCOCH2CO2H 88.06
HCOCH2O2 75.04
C137O2  241.30
HCOCO3  89.03
H2O2    34.00
C1013O2 201.24
C131CO  224.30
C132O2  257.30
C46CO3  131.11
HOC2H4CO3 105.07
C827CO3 201.20
BCAOO   252.35
BCBOO   252.35
SO2     64.00
BCKAOO  254.32
SO3     80.00
C126OO  226.27
BCALOO  254.32
BCKBOO  254.32
C148O2  285.31
C1013CO3 229.25
C1211CO3 271.29
BCALBO2 267.34
C136CO3 253.31
C137CO3 269.31
C136O2  225.30
C126CHO 208.30
CH2OO   46.03
HNO3    63.00
C126O2  211.28
C126CO3 239.29
C116O2  213.25
C141O2  239.33
C141CO3 267.34
C131CO3 269.31
C147O2  285.31
BCKET   206.32
BCLKCO2 269.31
O3      48.00
C1210O2 227.28
BCALCO2 267.34
BCLKAO2 269.31
C116CHO 210.27
BCAL    236.35
BCALAO2 267.34
CH3CO3  75.04
CH3O2   47.03
BCLKET  238.32
BCLKBO2 269.31
C146O2  269.31
NO      30.00
C1210CO3 255.29
C131O2  241.30
C116CO3 241.26
NO3     62.00
NO2     46.00
BCKSOZ  254.32
BCLKBOC 254.32
C1011CO3 213.25
HO2     33.00
CO      28.00
HCHO    30.03
OH      17.00
C131CO2H 254.32
