# Name       Type group ID   MW      Precursor  coll_fac        mole_diam     surf_tens accomod  mass_dens non-volatile    partitioning  smiles                                         psat_torr     dHvap    Henry    Tref
PPhAKOA      4    3          224.   PhAKOA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C(=O)C(O)C(=O)(O)              0.145E-11     179.5       0.    298.
PPhPKOD      4    3          269.   PhPKOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OON(=O)=O)c1ccccc1C(=O)C(O)C=O           0.253E-06     120.2       0.    298.
PPhGKOD      4    3          224.   PhGKOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(OO)c1ccccc1C(=O)C(O)C=O                  0.262E-07     131.8       0.    298.
PPhAKOD      4    3          208.   PhAKOD      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          C(=O)(O)c1ccccc1C(=O)C(O)C=O                   0.414E-08     140.5       0.    298.
PPhAKD       4    3          178.   PhAKD       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          O=CC(=O)c1ccccc1C(=O)(O)                       0.397E-05     107.3       0.    298.
PHPhKOA      4    3          212.   HPhKOA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(OO)ccccc1C(=O)C(O)C(=O)(O)                  0.184E-10     167.3       0.    298.
POPhKOA      4    3          196.   OPhKOA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)ccccc1C(=O)C(O)C(=O)(O)                   0.266E-08     143.2       0.    298.
PVOPhKOA     4    3          241.   VOPhKOA     687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(O)c(N(=O)=O)cccc1C(=O)C(O)C(=O)(O)          0.409E-11     173.6       0.    298.
PPhKOP       4    3          241.   PhKOP       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C(=O)C(O)C(=O)(OON(=O)=O)              0.218E-04      99.6       0.    298.
PPhKOG       4    3          196.   PhKOG       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C(=O)C(O)C(=O)(OO)                     0.300E-05     110.3       0.    298.
PPhKOA       4    3          180.   PhKOA       687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C(=O)C(O)C(=O)(O)                      0.574E-06     117.9       0.    298.
PPhKD        4    3          134.   PhKD        687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1ccccc1C(=O)C=O                               0.107E+00      60.7       0.    298.
PHPhKKA      4    3          210.   HPhKKA      687.d0          8.39d0          30.D-03   0.7    1.30D3      0           BOTH          c1(OO)ccccc1C(=O)C(=O)C(=O)(O)                 0.383E-09     151.5       0.    298.
