#Name	Type	group ID	MW	Precursor	coll_fac	mole_diam	surf_tens	accomod	mass_dens	non-volatile	partitioning	smiles	psat_torr	dHvap	Henry	Tref	irr_name	 kirreversible
PC132OOH	4	2	258.31	C132OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.27E-11	1.33E+02	0.	0.	--	0.
PC132OH	4	2	242.31	C132OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.04E-09	1.25E+02	0.	0.	--	0.
PC137CO2H	4	2	254.32	C137CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.10E-10	1.29E+02	0.	0.	--	0.
PC137CO3H	4	2	270.32	C137CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.09E-09	1.25E+02	0.	0.	--	0.
PC137PAN	4	2	315.32	C137PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.70E-09	1.23E+02	0.	0.	--	0.
PC1013CO2H	4	2	214.26	C1013CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.94E-06	9.65E+01	0.	0.	--	0.
PC1013CO3H	4	2	230.26	C1013CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.33E-05	9.29E+01	0.	0.	--	0.
PC1013PAN	4	2	275.26	C1013PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.29E-05	8.90E+01	0.	0.	--	0.
PHOC2H4CHO	4	2	74.08	HOC2H4CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.50E+00	5.33E+01	0.	0.	--	0.
PC1312OOH	4	2	258.31	C1312OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.07E-10	1.34E+02	0.	0.	--	0.
PC1312NO3	4	2	287.31	C1312NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.03E-10	1.27E+02	0.	0.	--	0.
PC1312OH	4	2	242.31	C1312OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.27E-09	1.26E+02	0.	0.	--	0.
PC127OOH	4	2	228.28	C127OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.32E-08	1.15E+02	0.	0.	--	0.
PC127NO3	4	2	257.28	C127NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.36E-07	1.09E+02	0.	0.	--	0.
PC127OH	4	2	212.29	C127OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.28E-07	1.08E+02	0.	0.	--	0.
PC143OOH	4	2	272.34	C143OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.77E-11	1.40E+02	0.	0.	--	0.
PC143NO3	4	2	301.34	C143NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.19E-10	1.33E+02	0.	0.	--	0.
PC143OH	4	2	256.34	C143OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.19E-10	1.31E+02	0.	0.	--	0.
PC1011OOH	4	2	186.25	C1011OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.53E-05	8.79E+01	0.	0.	--	0.
PC1011NO3	4	2	215.25	C1011NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.80E-04	7.94E+01	0.	0.	--	0.
PC1011CO	4	2	168.23	C1011CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.46E-03	7.24E+01	0.	0.	--	0.
PC1011OH	4	2	170.25	C1011OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.48E-04	8.08E+01	0.	0.	--	0.
PHCOCH2OOH	4	2	76.05	HCOCH2OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.87E+00	5.55E+01	0.	0.	--	0.
PGLYOX	4	2	58.04	GLYOX	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.44E+02	3.31E+01	0.	0.	--	0.
PHOCH2CHO	4	2	60.05	HOCH2CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.01E+01	5.01E+01	0.	0.	--	0.
PC137OOH	4	2	242.31	C137OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.57E-09	1.22E+02	0.	0.	--	0.
PC137NO3	4	2	271.31	C137NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.17E-08	1.15E+02	0.	0.	--	0.
PC137CO	4	2	224.30	C137CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.30E-07	1.03E+02	0.	0.	--	0.
PC137OH	4	2	226.31	C137OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.74E-08	1.14E+02	0.	0.	--	0.
PC1013OOH	4	2	202.25	C1013OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.96E-05	8.93E+01	0.	0.	--	0.
PC1013NO3	4	2	231.25	C1013NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.73E-04	8.11E+01	0.	0.	--	0.
PC1013CO	4	2	184.23	C1013CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.90E-03	7.39E+01	0.	0.	--	0.
PC1013OH	4	2	186.25	C1013OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.64E-04	8.20E+01	0.	0.	--	0.
PC1010OOH	4	2	200.23	C1010OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.51E-06	9.77E+01	0.	0.	--	0.
PC1010NO3	4	2	229.23	C1010NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.21E-05	8.91E+01	0.	0.	--	0.
PCH3COCH3	4	2	58.08	CH3COCH3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.18E+02	2.95E+01	0.	0.	--	0.
PC1010OH	4	2	184.23	C1010OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.73E-05	9.03E+01	0.	0.	--	0.
PC117OOH	4	2	230.26	C117OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.64E-09	1.22E+02	0.	0.	--	0.
PC117NO3	4	2	259.26	C117NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.67E-08	1.15E+02	0.	0.	--	0.
PC117OH	4	2	214.26	C117OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.71E-08	1.14E+02	0.	0.	--	0.
PC830CO2H	4	2	170.21	C830CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.88E-04	8.51E+01	0.	0.	--	0.
PC830CO3H	4	2	186.21	C830CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.34E-04	8.14E+01	0.	0.	--	0.
PC830PAN	4	2	231.20	C830PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.17E-03	7.72E+01	0.	0.	--	0.
PC128CO	4	2	226.27	C128CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.26E-07	1.10E+02	0.	0.	--	0.
PC145OOH	4	2	304.34	C145OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.22E-16	1.72E+02	0.	0.	--	0.
PHO14CO2C4	4	2	104.10	HO14CO2C4	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.58E-03	7.80E+01	0.	0.	--	0.
PC145OH	4	2	288.34	C145OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.39E-15	1.64E+02	0.	0.	--	0.
PC927OOH	4	2	188.22	C927OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.17E-06	1.04E+02	0.	0.	--	0.
PC927NO3	4	2	217.22	C927NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.73E-06	9.68E+01	0.	0.	--	0.
PC927OH	4	2	172.22	C927OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.05E-05	9.63E+01	0.	0.	--	0.
PCO2C4CO2H	4	2	116.12	CO2C4CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.78E-02	7.08E+01	0.	0.	--	0.
PCO2C4CO3H	4	2	132.11	CO2C4CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.32E-02	6.65E+01	0.	0.	--	0.
PC5PAN2	4	2	177.11	C5PAN2	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.70E-02	6.36E+01	0.	0.	--	0.
PCO2C4CHO	4	2	100.12	CO2C4CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.80E+00	4.70E+01	0.	0.	--	0.
PC1214OOH	4	2	244.28	C1214OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.23E-10	1.28E+02	0.	0.	--	0.
PC1214OH	4	2	228.28	C1214OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.67E-09	1.20E+02	0.	0.	--	0.
PC1211CO2H	4	2	256.29	C1211CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.38E-11	1.36E+02	0.	0.	--	0.
PC1211CO3H	4	2	272.29	C1211CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.18E-10	1.32E+02	0.	0.	--	0.
PC1211PAN	4	2	317.29	C1211PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.96E-10	1.29E+02	0.	0.	--	0.
PC133OOH	4	2	274.31	C133OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.74E-12	1.47E+02	0.	0.	--	0.
PC133NO3	4	2	303.31	C133NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.25E-11	1.40E+02	0.	0.	--	0.
PC133CO	4	2	256.29	C133CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.98E-10	1.28E+02	0.	0.	--	0.
PC133OH	4	2	258.31	C133OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.25E-11	1.38E+02	0.	0.	--	0.
PC736CO	4	2	140.14	C736CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.47E-02	6.41E+01	0.	0.	--	0.
PHYETHO2H	4	2	78.07	HYETHO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.03E-01	6.77E+01	0.	0.	--	0.
PETHOHNO3	4	2	107.07	ETHOHNO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.49E-01	5.91E+01	0.	0.	--	0.
PETHGLY	4	2	62.07	ETHGLY	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.83E-01	6.29E+01	0.	0.	--	0.
PHOC2H4CO2H	4	2	90.08	HOC2H4CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.20E-02	7.42E+01	0.	0.	--	0.
PHOC2H4CO3H	4	2	106.08	HOC2H4CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.30E-02	6.87E+01	0.	0.	--	0.
PC3PAN1	4	2	151.07	C3PAN1	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.32E-02	6.65E+01	0.	0.	--	0.
PC118CO	4	2	228.24	C118CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.46E-08	1.17E+02	0.	0.	--	0.
PC830OOH	4	2	158.19	C830OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.72E-03	7.81E+01	0.	0.	--	0.
PC830NO3	4	2	187.19	C830NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.13E-02	6.95E+01	0.	0.	--	0.
PC830CO	4	2	140.18	C830CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.27E-02	6.25E+01	0.	0.	--	0.
PC830OH	4	2	142.20	C830OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.22E-02	7.13E+01	0.	0.	--	0.
PC128OOH	4	2	244.28	C128OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.77E-10	1.28E+02	0.	0.	--	0.
PC128NO3	4	2	273.28	C128NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.73E-09	1.22E+02	0.	0.	--	0.
PC128OH	4	2	228.28	C128OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.50E-09	1.20E+02	0.	0.	--	0.
PC630CO	4	2	128.13	C630CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.26E-03	7.34E+01	0.	0.	--	0.
PMEKAOOH	4	2	104.10	MEKAOOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.51E-01	6.38E+01	0.	0.	--	0.
PMEKANO3	4	2	133.10	MEKANO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.39E-01	5.47E+01	0.	0.	--	0.
PCO2C3CHO	4	2	86.09	CO2C3CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.67E+01	4.25E+01	0.	0.	--	0.
PMEKAOH	4	2	88.11	MEKAOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	9.13E-01	5.75E+01	0.	0.	--	0.
PC1215CO	4	2	242.27	C1215CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.87E-09	1.23E+02	0.	0.	--	0.
PC1012OOH	4	2	202.25	C1012OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.05E-06	9.88E+01	0.	0.	--	0.
PC1012NO3	4	2	231.25	C1012NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.07E-05	9.02E+01	0.	0.	--	0.
PC1012CO	4	2	184.23	C1012CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.08E-03	7.90E+01	0.	0.	--	0.
PC1012OH	4	2	186.25	C1012OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.52E-05	9.13E+01	0.	0.	--	0.
PHOCH2CO2H	4	2	76.05	HOCH2CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.64E-02	7.10E+01	0.	0.	--	0.
PHOCH2CO3H	4	2	92.05	HOCH2CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.71E-01	6.49E+01	0.	0.	--	0.
PPHAN	4	2	137.05	PHAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.17E-01	6.19E+01	0.	0.	--	0.
PC1211OOH	4	2	244.28	C1211OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.93E-10	1.28E+02	0.	0.	--	0.
PC1211NO3	4	2	273.28	C1211NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.56E-09	1.22E+02	0.	0.	--	0.
PC1211CO	4	2	226.27	C1211CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.15E-07	1.10E+02	0.	0.	--	0.
PC1211OH	4	2	228.28	C1211OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.28E-09	1.21E+02	0.	0.	--	0.
PC139OOH	4	2	258.31	C139OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.59E-12	1.41E+02	0.	0.	--	0.
PC139NO3	4	2	303.31	C139NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.72E-08	1.12E+02	0.	0.	--	0.
PC139OH	4	2	242.31	C139OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.72E-11	1.33E+02	0.	0.	--	0.
PC1014OOH	4	2	218.25	C1014OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.54E-06	1.00E+02	0.	0.	--	0.
PC1014NO3	4	2	247.25	C1014NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.72E-05	9.19E+01	0.	0.	--	0.
PC1014CO	4	2	200.23	C1014CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.53E-04	8.06E+01	0.	0.	--	0.
PC1014OH	4	2	202.25	C1014OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.27E-05	9.27E+01	0.	0.	--	0.
PC736OOH	4	2	158.15	C736OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.95E-04	8.51E+01	0.	0.	--	0.
PC736OH	4	2	142.15	C736OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.27E-03	7.80E+01	0.	0.	--	0.
PC118OOH	4	2	246.26	C118OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.97E-11	1.35E+02	0.	0.	--	0.
PC118NO3	4	2	275.26	C118NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.14E-10	1.28E+02	0.	0.	--	0.
PC118OH	4	2	230.26	C118OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.00E-10	1.27E+02	0.	0.	--	0.
PC928CO2H	4	2	200.23	C928CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.50E-06	1.02E+02	0.	0.	--	0.
PC928CO3H	4	2	216.23	C928CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.19E-06	9.84E+01	0.	0.	--	0.
PC928PAN	4	2	261.23	C928PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.08E-05	9.40E+01	0.	0.	--	0.
PHO1CO3CHO	4	2	102.09	HO1CO3CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.23E-02	6.63E+01	0.	0.	--	0.
PC630OOH	4	2	146.14	C630OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.11E-05	9.16E+01	0.	0.	--	0.
PC630OH	4	2	130.14	C630OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.98E-04	8.48E+01	0.	0.	--	0.
PC1215OOH	4	2	260.28	C1215OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.07E-11	1.41E+02	0.	0.	--	0.
PC1215NO3	4	2	289.28	C1215NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.53E-11	1.34E+02	0.	0.	--	0.
PC1215OH	4	2	244.28	C1215OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.33E-10	1.33E+02	0.	0.	--	0.
PHCOCO2H	4	2	74.04	HCOCO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.22E-01	5.87E+01	0.	0.	--	0.
PHCOCO3H	4	2	90.03	HCOCO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.66E+00	5.34E+01	0.	0.	--	0.
PC829OOH	4	2	190.19	C829OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.36E-07	1.10E+02	0.	0.	--	0.
PC829NO3	4	2	219.19	C829NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.52E-07	1.03E+02	0.	0.	--	0.
PC829OH	4	2	174.19	C829OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.27E-06	1.03E+02	0.	0.	--	0.
PC134OOH	4	2	288.29	C134OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.73E-14	1.56E+02	0.	0.	--	0.
PC827CHO	4	2	170.21	C827CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.19E-03	7.39E+01	0.	0.	--	0.
PC134CO	4	2	270.28	C134CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.83E-11	1.38E+02	0.	0.	--	0.
PC134OH	4	2	272.29	C134OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.79E-13	1.48E+02	0.	0.	--	0.
PC827CO2H	4	2	186.21	C827CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	6.52E-06	9.68E+01	0.	0.	--	0.
PC827CO3H	4	2	202.20	C827CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.25E-05	9.32E+01	0.	0.	--	0.
PC827PAN	4	2	247.20	C827PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.64E-05	8.88E+01	0.	0.	--	0.
PC1310CO	4	2	256.29	C1310CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	3.24E-11	1.37E+02	0.	0.	--	0.
PCOO2C4CHO	4	2	116.12	COO2C4CHO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.57E+00	4.82E+01	0.	0.	--	0.
PC522CO2H	4	2	128.13	C522CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.52E-03	7.33E+01	0.	0.	--	0.
PC522CO3H	4	2	144.13	C522CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.99E-02	6.91E+01	0.	0.	--	0.
PC522PAN	4	2	189.12	C522PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.07E-02	6.46E+01	0.	0.	--	0.
PHYPERACET	4	2	90.08	HYPERACET	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.83E-01	5.98E+01	0.	0.	--	0.
PACETOL	4	2	74.08	ACETOL	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.74E+00	5.39E+01	0.	0.	--	0.
PMGLYOX	4	2	72.06	MGLYOX	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	4.57E+01	3.81E+01	0.	0.	--	0.
PC831OOH	4	2	174.19	C831OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.09E-04	8.85E+01	0.	0.	--	0.
PC831NO3	4	2	203.19	C831NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.18E-04	7.97E+01	0.	0.	--	0.
PC831CO	4	2	156.18	C831CO	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.87E-02	6.87E+01	0.	0.	--	0.
PC831OH	4	2	158.19	C831OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.76E-04	8.12E+01	0.	0.	--	0.
PC928OOH	4	2	188.22	C928OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.56E-05	9.47E+01	0.	0.	--	0.
PC928NO3	4	2	217.22	C928NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.25E-04	8.60E+01	0.	0.	--	0.
PC928OH	4	2	172.22	C928OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.33E-04	8.74E+01	0.	0.	--	0.
PC46CO2H	4	2	116.12	C46CO2H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	1.47E-03	8.04E+01	0.	0.	--	0.
PC46CO3H	4	2	132.11	C46CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.99E-03	7.56E+01	0.	0.	--	0.
PC46PAN	4	2	177.11	C46PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	8.49E-03	7.23E+01	0.	0.	--	0.
PHOCO3C4OOH	4	2	120.10	HOCO3C4OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	5.07E-04	8.44E+01	0.	0.	--	0.
PCO2C3CO3H	4	2	118.09	CO2C3CO3H	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.13E-01	6.21E+01	0.	0.	--	0.
PCO2C3PAN	4	2	163.09	CO2C3PAN	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	2.98E-01	5.87E+01	0.	0.	--	0.
PC930OOH	4	2	202.20	C930OOH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.97E-07	1.04E+02	0.	0.	--	0.
PC930NO3	4	2	231.20	C930NO3	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.23E-06	9.56E+01	0.	0.	--	0.
PC930OH	4	2	186.21	C930OH	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	-	7.35E-06	9.69E+01	0.	0.	--	0.
