# initial aerosol mass concentration for case 2006 with sizebin = 15
PCa	9.25521E-06	0.000685919	0.021689914	0.29499862	1.740357844	4.48756319	5.085685319	2.565688448	0.725308537	0.554982534	0.904752144	1.010580552	0.705672414	0.307255501	0.083351523
PCO3	1.66269E-05	0.001232251	0.038965862	0.529964086	3.126547352	8.061893051	9.136417559	4.609251167	1.303014489	0.997024363	1.62538436	1.815504759	1.267738255	0.551983535	0.149740746
