0.001	6.34386E-06
0.002	6.34386E-06
0.003	6.34386E-06
0.004	6.34386E-06
0.005	6.34386E-06
0.006	6.34386E-06
0.007	6.34386E-06
0.008	6.34386E-06
0.009	6.34386E-06
0.01	0.0005
0.0125	2
0.015	40
0.0175	190
0.02	600
0.03	5500
0.0325	7500
0.035	9400
0.0375	11600
0.04	14000
0.0425	15500
0.045	17400
0.0475	19000
0.05	22000
0.06	25000
0.07	27500
0.08	27500
0.09	27500
0.1	27300
0.2	9081
0.215	7700
0.25	5500
0.275	4200
0.3	3230.635028
0.325	2500
0.35	2160
0.375	1700
0.4	1314.205709
0.425	1100
0.464	800
0.5	596.3763902
0.6	295.7496449
0.7	158.1061517
0.8	90.35160407
0.9	54.91821445
1	35.39320694
1.25	14.95157899
1.5	8.358603992
1.75	5.626857954
2	4.205367072
2.25	3.320607921
2.5	2.700154168
2.75	2.232958705
3	1.866492706
4	0.97006232
5	0.5389977
6	0.315133079
7	0.192209395
8	0.121507524
9	0.079202069
10	0.053011587
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
